Hora,Potencia_KW,SOH_Pct,Capacity_kWh,SoC_Pct
137,0.0,59.937201264096764,23.25563409046954,100.0
138,-10.0,59.937201264096764,23.25563409046954,56.999667430706054
139,0.0,59.937201264096764,23.25563409046954,56.999667430706054
140,0.0,59.937201264096764,23.25563409046954,56.999667430706054
141,0.0,59.937201264096764,23.25563409046954,56.999667430706054
142,0.0,59.937201264096764,23.25563409046954,56.999667430706054
143,0.0,59.937201264096764,23.25563409046954,56.999667430706054
144,0.0,59.937201264096764,23.25563409046954,56.999667430706054
145,0.0,59.937201264096764,23.25563409046954,56.999667430706054
146,0.0,59.937201264096764,23.25563409046954,56.999667430706054
147,0.0,59.937201264096764,23.25563409046954,56.999667430706054
148,0.0,59.937201264096764,23.25563409046954,56.999667430706054
149,0.0,59.937201264096764,23.25563409046954,56.999667430706054
150,0.0,59.937201264096764,23.25563409046954,56.999667430706054
151,0.0,59.937201264096764,23.25563409046954,56.999667430706054
152,0.0,59.937201264096764,23.25563409046954,56.999667430706054
153,0.0,59.937201264096764,23.25563409046954,56.999667430706054
154,2.0,59.937201264096764,23.25563409046954,65.59973394456485
155,2.0,59.937201264096764,23.25563409046954,74.19980045842364
156,2.0,59.937201264096764,23.25563409046954,82.79986697228243
157,2.0,59.937201264096764,23.25563409046954,91.39993348614122
158,2.0,59.937201264096764,23.25563409046954,100.0
159,0.0,59.937201264096764,23.25563409046954,100.0
160,0.0,59.937201264096764,23.25563409046954,100.0
161,0.0,59.937201264096764,23.25563409046954,100.0
162,-10.0,59.937201264096764,23.25563409046954,56.999667430706054
163,0.0,59.937201264096764,23.25563409046954,56.999667430706054
164,0.0,59.937201264096764,23.25563409046954,56.999667430706054
165,0.0,59.937201264096764,23.25563409046954,56.999667430706054
166,0.0,59.937201264096764,23.25563409046954,56.999667430706054
167,0.0,59.937201264096764,23.25563409046954,56.999667430706054
168,0.0,59.937201264096764,23.25563409046954,56.999667430706054
169,0.0,59.937201264096764,23.25563409046954,56.999667430706054
170,0.0,59.937201264096764,23.25563409046954,56.999667430706054
171,0.0,59.937201264096764,23.25563409046954,56.999667430706054
172,0.0,59.937201264096764,23.25563409046954,56.999667430706054
173,0.0,59.937201264096764,23.25563409046954,56.999667430706054
174,0.0,59.937201264096764,23.25563409046954,56.999667430706054
175,0.0,59.937201264096764,23.25563409046954,56.999667430706054
176,0.0,59.937201264096764,23.25563409046954,56.999667430706054
177,0.0,59.937201264096764,23.25563409046954,56.999667430706054
178,2.0,59.937201264096764,23.25563409046954,65.59973394456485
179,2.0,59.937201264096764,23.25563409046954,74.19980045842364
180,2.0,59.937201264096764,23.25563409046954,82.79986697228243
181,2.0,59.937201264096764,23.25563409046954,91.39993348614122
182,2.0,59.90694879356606,23.24389613190363,100.0
183,0.0,59.90694879356606,23.24389613190363,100.0
184,0.0,59.90694879356606,23.24389613190363,100.0
185,0.0,59.90694879356606,23.24389613190363,100.0
186,-10.0,59.90694879356606,23.24389613190363,56.97795264936498
187,0.0,59.90694879356606,23.24389613190363,56.97795264936498
188,0.0,59.90694879356606,23.24389613190363,56.97795264936498
189,0.0,59.90694879356606,23.24389613190363,56.97795264936498
190,0.0,59.90694879356606,23.24389613190363,56.97795264936498
191,0.0,59.90694879356606,23.24389613190363,56.97795264936498
192,0.0,59.90694879356606,23.24389613190363,56.97795264936498
193,0.0,59.90694879356606,23.24389613190363,56.97795264936498
194,0.0,59.90694879356606,23.24389613190363,56.97795264936498
195,0.0,59.90694879356606,23.24389613190363,56.97795264936498
196,0.0,59.90694879356606,23.24389613190363,56.97795264936498
197,0.0,59.90694879356606,23.24389613190363,56.97795264936498
198,0.0,59.90694879356606,23.24389613190363,56.97795264936498
199,0.0,59.90694879356606,23.24389613190363,56.97795264936498
200,0.0,59.90694879356606,23.24389613190363,56.97795264936498
201,0.0,59.90694879356606,23.24389613190363,56.97795264936498
202,2.0,59.90694879356606,23.24389613190363,65.58236211949199
203,2.0,59.90694879356606,23.24389613190363,74.18677158961898
204,2.0,59.90694879356606,23.24389613190363,82.79118105974598
205,2.0,59.90694879356606,23.24389613190363,91.39559052987298
206,2.0,59.90694879356606,23.24389613190363,99.99999999999997
207,0.0,59.90694879356606,23.24389613190363,99.99999999999997
208,0.0,59.90694879356606,23.24389613190363,99.99999999999997
209,0.0,59.90694879356606,23.24389613190363,99.99999999999997
210,-10.0,59.90694879356606,23.24389613190363,56.97795264936495
211,0.0,59.90694879356606,23.24389613190363,56.97795264936495
212,0.0,59.90694879356606,23.24389613190363,56.97795264936495
213,0.0,59.90694879356606,23.24389613190363,56.97795264936495
214,0.0,59.90694879356606,23.24389613190363,56.97795264936495
215,0.0,59.90694879356606,23.24389613190363,56.97795264936495
216,0.0,59.90694879356606,23.24389613190363,56.97795264936495
217,0.0,59.90694879356606,23.24389613190363,56.97795264936495
218,0.0,59.90694879356606,23.24389613190363,56.97795264936495
219,0.0,59.90694879356606,23.24389613190363,56.97795264936495
220,0.0,59.90694879356606,23.24389613190363,56.97795264936495
221,0.0,59.90694879356606,23.24389613190363,56.97795264936495
222,0.0,59.90694879356606,23.24389613190363,56.97795264936495
223,0.0,59.90694879356606,23.24389613190363,56.97795264936495
224,0.0,59.90694879356606,23.24389613190363,56.97795264936495
225,0.0,59.90694879356606,23.24389613190363,56.97795264936495
226,2.0,59.90694879356606,23.24389613190363,65.58236211949196
227,2.0,59.90694879356606,23.24389613190363,74.18677158961896
228,2.0,59.90694879356606,23.24389613190363,82.79118105974595
229,2.0,59.90694879356606,23.24389613190363,91.39559052987295
230,2.0,59.90694879356606,23.24389613190363,99.99999999999994
231,0.0,59.90694879356606,23.24389613190363,99.99999999999994
232,0.0,59.90694879356606,23.24389613190363,99.99999999999994
233,0.0,59.90694879356606,23.24389613190363,99.99999999999994
234,-10.0,59.874429787522374,23.23127875755868,56.97795264936492
235,0.0,59.874429787522374,23.23127875755868,56.97795264936492
236,0.0,59.874429787522374,23.23127875755868,56.97795264936492
237,0.0,59.874429787522374,23.23127875755868,56.97795264936492
238,0.0,59.874429787522374,23.23127875755868,56.97795264936492
239,0.0,59.874429787522374,23.23127875755868,56.97795264936492
240,0.0,59.874429787522374,23.23127875755868,56.97795264936492
241,0.0,59.874429787522374,23.23127875755868,56.97795264936492
242,0.0,59.874429787522374,23.23127875755868,56.97795264936492
243,0.0,59.874429787522374,23.23127875755868,56.97795264936492
244,0.0,59.874429787522374,23.23127875755868,56.97795264936492
245,0.0,59.874429787522374,23.23127875755868,56.97795264936492
246,0.0,59.874429787522374,23.23127875755868,56.97795264936492
247,0.0,59.874429787522374,23.23127875755868,56.97795264936492
248,0.0,59.874429787522374,23.23127875755868,56.97795264936492
249,0.0,59.874429787522374,23.23127875755868,56.97795264936492
250,2.0,59.874429787522374,23.23127875755868,65.58703534718786
251,2.0,59.874429787522374,23.23127875755868,74.1961180450108
252,2.0,59.874429787522374,23.23127875755868,82.80520074283375
253,2.0,59.874429787522374,23.23127875755868,91.41428344065669
254,2.0,59.874429787522374,23.23127875755868,100.0
255,0.0,59.874429787522374,23.23127875755868,100.0
256,0.0,59.874429787522374,23.23127875755868,100.0
257,0.0,59.874429787522374,23.23127875755868,100.0
258,-10.0,59.874429787522374,23.23127875755868,56.954586510885306
259,0.0,59.874429787522374,23.23127875755868,56.954586510885306
260,0.0,59.874429787522374,23.23127875755868,56.954586510885306
261,0.0,59.874429787522374,23.23127875755868,56.954586510885306
262,0.0,59.874429787522374,23.23127875755868,56.954586510885306
263,0.0,59.874429787522374,23.23127875755868,56.954586510885306
264,0.0,59.874429787522374,23.23127875755868,56.954586510885306
265,0.0,59.874429787522374,23.23127875755868,56.954586510885306
266,0.0,59.874429787522374,23.23127875755868,56.954586510885306
267,0.0,59.874429787522374,23.23127875755868,56.954586510885306
268,0.0,59.874429787522374,23.23127875755868,56.954586510885306
269,0.0,59.874429787522374,23.23127875755868,56.954586510885306
270,0.0,59.874429787522374,23.23127875755868,56.954586510885306
271,0.0,59.874429787522374,23.23127875755868,56.954586510885306
272,0.0,59.874429787522374,23.23127875755868,56.954586510885306
273,0.0,59.874429787522374,23.23127875755868,56.954586510885306
274,2.0,59.874429787522374,23.23127875755868,65.56366920870825
275,2.0,59.874429787522374,23.23127875755868,74.17275190653119
276,2.0,59.874429787522374,23.23127875755868,82.78183460435413
277,2.0,59.874429787522374,23.23127875755868,91.39091730217707
278,2.0,59.874429787522374,23.23127875755868,100.0
279,0.0,59.874429787522374,23.23127875755868,100.0
280,0.0,59.874429787522374,23.23127875755868,100.0
281,0.0,59.874429787522374,23.23127875755868,100.0
282,-10.0,59.874429787522374,23.23127875755868,56.954586510885306
283,0.0,59.874429787522374,23.23127875755868,56.954586510885306
284,0.0,59.874429787522374,23.23127875755868,56.954586510885306
285,0.0,59.874429787522374,23.23127875755868,56.954586510885306
286,0.0,59.874429787522374,23.23127875755868,56.954586510885306
287,0.0,59.874429787522374,23.23127875755868,56.954586510885306
288,0.0,59.874429787522374,23.23127875755868,56.954586510885306
289,0.0,59.874429787522374,23.23127875755868,56.954586510885306
290,0.0,59.874429787522374,23.23127875755868,56.954586510885306
291,0.0,59.874429787522374,23.23127875755868,56.954586510885306
292,0.0,59.874429787522374,23.23127875755868,56.954586510885306
293,0.0,59.874429787522374,23.23127875755868,56.954586510885306
294,0.0,59.874429787522374,23.23127875755868,56.954586510885306
295,0.0,59.874429787522374,23.23127875755868,56.954586510885306
296,0.0,59.874429787522374,23.23127875755868,56.954586510885306
297,0.0,59.874429787522374,23.23127875755868,56.954586510885306
298,2.0,59.874429787522374,23.23127875755868,65.56366920870825
299,2.0,59.843500808575875,23.21927831372744,74.17275190653119
300,2.0,59.843500808575875,23.21927831372744,82.7862840455451
301,2.0,59.843500808575875,23.21927831372744,91.39981618455901
302,2.0,59.843500808575875,23.21927831372744,100.0
303,0.0,59.843500808575875,23.21927831372744,100.0
304,0.0,59.843500808575875,23.21927831372744,100.0
305,0.0,59.843500808575875,23.21927831372744,100.0
306,-10.0,59.843500808575875,23.21927831372744,56.93233930493045
307,0.0,59.843500808575875,23.21927831372744,56.93233930493045
308,0.0,59.843500808575875,23.21927831372744,56.93233930493045
309,0.0,59.843500808575875,23.21927831372744,56.93233930493045
310,0.0,59.843500808575875,23.21927831372744,56.93233930493045
311,0.0,59.843500808575875,23.21927831372744,56.93233930493045
312,0.0,59.843500808575875,23.21927831372744,56.93233930493045
313,0.0,59.843500808575875,23.21927831372744,56.93233930493045
314,0.0,59.843500808575875,23.21927831372744,56.93233930493045
315,0.0,59.843500808575875,23.21927831372744,56.93233930493045
316,0.0,59.843500808575875,23.21927831372744,56.93233930493045
317,0.0,59.843500808575875,23.21927831372744,56.93233930493045
318,0.0,59.843500808575875,23.21927831372744,56.93233930493045
319,0.0,59.843500808575875,23.21927831372744,56.93233930493045
320,0.0,59.843500808575875,23.21927831372744,56.93233930493045
321,0.0,59.843500808575875,23.21927831372744,56.93233930493045
322,2.0,59.843500808575875,23.21927831372744,65.54587144394436
323,2.0,59.843500808575875,23.21927831372744,74.15940358295828
324,2.0,59.843500808575875,23.21927831372744,82.77293572197219
325,2.0,59.843500808575875,23.21927831372744,91.3864678609861
326,2.0,59.843500808575875,23.21927831372744,100.0
327,0.0,59.843500808575875,23.21927831372744,100.0
328,0.0,59.843500808575875,23.21927831372744,100.0
329,0.0,59.843500808575875,23.21927831372744,100.0
330,-10.0,59.843500808575875,23.21927831372744,56.93233930493045
331,0.0,59.843500808575875,23.21927831372744,56.93233930493045
332,0.0,59.843500808575875,23.21927831372744,56.93233930493045
333,0.0,59.843500808575875,23.21927831372744,56.93233930493045
334,0.0,59.843500808575875,23.21927831372744,56.93233930493045
335,0.0,59.843500808575875,23.21927831372744,56.93233930493045
336,0.0,59.843500808575875,23.21927831372744,56.93233930493045
337,0.0,59.843500808575875,23.21927831372744,56.93233930493045
338,0.0,59.843500808575875,23.21927831372744,56.93233930493045
339,0.0,59.843500808575875,23.21927831372744,56.93233930493045
340,0.0,59.843500808575875,23.21927831372744,56.93233930493045
341,0.0,59.843500808575875,23.21927831372744,56.93233930493045
342,0.0,59.843500808575875,23.21927831372744,56.93233930493045
343,0.0,59.843500808575875,23.21927831372744,56.93233930493045
344,0.0,59.843500808575875,23.21927831372744,56.93233930493045
345,0.0,59.843500808575875,23.21927831372744,56.93233930493045
346,2.0,59.843500808575875,23.21927831372744,65.54587144394436
347,2.0,59.843500808575875,23.21927831372744,74.15940358295828
348,2.0,59.843500808575875,23.21927831372744,82.77293572197219
349,2.0,59.843500808575875,23.21927831372744,91.3864678609861
350,2.0,59.812855143749786,23.207387795774917,100.0
351,0.0,59.812855143749786,23.207387795774917,100.0
352,0.0,59.812855143749786,23.207387795774917,100.0
353,0.0,59.812855143749786,23.207387795774917,100.0
354,-10.0,59.812855143749786,23.207387795774917,56.91027319403618
355,0.0,59.812855143749786,23.207387795774917,56.91027319403618
356,0.0,59.812855143749786,23.207387795774917,56.91027319403618
357,0.0,59.812855143749786,23.207387795774917,56.91027319403618
358,0.0,59.812855143749786,23.207387795774917,56.91027319403618
359,0.0,59.812855143749786,23.207387795774917,56.91027319403618
360,0.0,59.812855143749786,23.207387795774917,56.91027319403618
361,0.0,59.812855143749786,23.207387795774917,56.91027319403618
362,0.0,59.812855143749786,23.207387795774917,56.91027319403618
363,0.0,59.812855143749786,23.207387795774917,56.91027319403618
364,0.0,59.812855143749786,23.207387795774917,56.91027319403618
365,0.0,59.812855143749786,23.207387795774917,56.91027319403618
366,0.0,59.812855143749786,23.207387795774917,56.91027319403618
367,0.0,59.812855143749786,23.207387795774917,56.91027319403618
368,0.0,59.812855143749786,23.207387795774917,56.91027319403618
369,0.0,59.812855143749786,23.207387795774917,56.91027319403618
370,2.0,59.812855143749786,23.207387795774917,65.52821855522895
371,2.0,59.812855143749786,23.207387795774917,74.14616391642171
372,2.0,59.812855143749786,23.207387795774917,82.76410927761448
373,2.0,59.812855143749786,23.207387795774917,91.38205463880725
374,2.0,59.812855143749786,23.207387795774917,100.0
375,0.0,59.812855143749786,23.207387795774917,100.0
376,0.0,59.812855143749786,23.207387795774917,100.0
377,0.0,59.812855143749786,23.207387795774917,100.0
378,-10.0,59.812855143749786,23.207387795774917,56.91027319403618
379,0.0,59.812855143749786,23.207387795774917,56.91027319403618
380,0.0,59.812855143749786,23.207387795774917,56.91027319403618
381,0.0,59.812855143749786,23.207387795774917,56.91027319403618
382,0.0,59.812855143749786,23.207387795774917,56.91027319403618
383,0.0,59.812855143749786,23.207387795774917,56.91027319403618
384,0.0,59.812855143749786,23.207387795774917,56.91027319403618
385,0.0,59.812855143749786,23.207387795774917,56.91027319403618
386,0.0,59.812855143749786,23.207387795774917,56.91027319403618
387,0.0,59.812855143749786,23.207387795774917,56.91027319403618
388,0.0,59.812855143749786,23.207387795774917,56.91027319403618
389,0.0,59.812855143749786,23.207387795774917,56.91027319403618
390,0.0,59.812855143749786,23.207387795774917,56.91027319403618
391,0.0,59.812855143749786,23.207387795774917,56.91027319403618
392,0.0,59.812855143749786,23.207387795774917,56.91027319403618
393,0.0,59.812855143749786,23.207387795774917,56.91027319403618
394,2.0,59.812855143749786,23.207387795774917,65.52821855522895
395,2.0,59.812855143749786,23.207387795774917,74.14616391642171
396,2.0,59.812855143749786,23.207387795774917,82.76410927761448
397,2.0,59.812855143749786,23.207387795774917,91.38205463880725
398,2.0,59.812855143749786,23.207387795774917,100.0
399,0.0,59.812855143749786,23.207387795774917,100.0
400,0.0,59.812855143749786,23.207387795774917,100.0
401,0.0,59.812855143749786,23.207387795774917,100.0
402,-10.0,59.77989218381923,23.194598167321857,56.91027319403618
403,0.0,59.77989218381923,23.194598167321857,56.91027319403618
404,0.0,59.77989218381923,23.194598167321857,56.91027319403618
405,0.0,59.77989218381923,23.194598167321857,56.91027319403618
406,0.0,59.77989218381923,23.194598167321857,56.91027319403618
407,0.0,59.77989218381923,23.194598167321857,56.91027319403618
408,0.0,59.77989218381923,23.194598167321857,56.91027319403618
409,0.0,59.77989218381923,23.194598167321857,56.91027319403618
410,0.0,59.77989218381923,23.194598167321857,56.91027319403618
411,0.0,59.77989218381923,23.194598167321857,56.91027319403618
412,0.0,59.77989218381923,23.194598167321857,56.91027319403618
413,0.0,59.77989218381923,23.194598167321857,56.91027319403618
414,0.0,59.77989218381923,23.194598167321857,56.91027319403618
415,0.0,59.77989218381923,23.194598167321857,56.91027319403618
416,0.0,59.77989218381923,23.194598167321857,56.91027319403618
417,0.0,59.77989218381923,23.194598167321857,56.91027319403618
418,2.0,59.77989218381923,23.194598167321857,65.53297053749668
419,2.0,59.77989218381923,23.194598167321857,74.15566788095718
420,2.0,59.77989218381923,23.194598167321857,82.77836522441768
421,2.0,59.77989218381923,23.194598167321857,91.40106256787818
422,2.0,59.77989218381923,23.194598167321857,100.0
423,0.0,59.77989218381923,23.194598167321857,100.0
424,0.0,59.77989218381923,23.194598167321857,100.0
425,0.0,59.77989218381923,23.194598167321857,100.0
426,-10.0,59.77989218381923,23.194598167321857,56.88651328269749
427,0.0,59.77989218381923,23.194598167321857,56.88651328269749
428,0.0,59.77989218381923,23.194598167321857,56.88651328269749
429,0.0,59.77989218381923,23.194598167321857,56.88651328269749
430,0.0,59.77989218381923,23.194598167321857,56.88651328269749
431,0.0,59.77989218381923,23.194598167321857,56.88651328269749
432,0.0,59.77989218381923,23.194598167321857,56.88651328269749
433,0.0,59.77989218381923,23.194598167321857,56.88651328269749
434,0.0,59.77989218381923,23.194598167321857,56.88651328269749
435,0.0,59.77989218381923,23.194598167321857,56.88651328269749
436,0.0,59.77989218381923,23.194598167321857,56.88651328269749
437,0.0,59.77989218381923,23.194598167321857,56.88651328269749
438,0.0,59.77989218381923,23.194598167321857,56.88651328269749
439,0.0,59.77989218381923,23.194598167321857,56.88651328269749
440,0.0,59.77989218381923,23.194598167321857,56.88651328269749
441,0.0,59.77989218381923,23.194598167321857,56.88651328269749
442,2.0,59.77989218381923,23.194598167321857,65.509210626158
443,2.0,59.77989218381923,23.194598167321857,74.1319079696185
444,2.0,59.77989218381923,23.194598167321857,82.754605313079
445,2.0,59.77989218381923,23.194598167321857,91.3773026565395
446,2.0,59.77989218381923,23.194598167321857,100.0
447,0.0,59.77989218381923,23.194598167321857,100.0
448,0.0,59.77989218381923,23.194598167321857,100.0
449,0.0,59.77989218381923,23.194598167321857,100.0
450,-10.0,59.77989218381923,23.194598167321857,56.88651328269749
451,0.0,59.77989218381923,23.194598167321857,56.88651328269749
452,0.0,59.77989218381923,23.194598167321857,56.88651328269749
453,0.0,59.77989218381923,23.194598167321857,56.88651328269749
454,0.0,59.77989218381923,23.194598167321857,56.88651328269749
455,0.0,59.77989218381923,23.194598167321857,56.88651328269749
456,0.0,59.77989218381923,23.194598167321857,56.88651328269749
457,0.0,59.77989218381923,23.194598167321857,56.88651328269749
458,0.0,59.77989218381923,23.194598167321857,56.88651328269749
459,0.0,59.77989218381923,23.194598167321857,56.88651328269749
460,0.0,59.77989218381923,23.194598167321857,56.88651328269749
461,0.0,59.77989218381923,23.194598167321857,56.88651328269749
462,0.0,59.77989218381923,23.194598167321857,56.88651328269749
463,0.0,59.77989218381923,23.194598167321857,56.88651328269749
464,0.0,59.77989218381923,23.194598167321857,56.88651328269749
465,0.0,59.77989218381923,23.194598167321857,56.88651328269749
466,2.0,59.74976772725677,23.18290987817562,65.509210626158
467,2.0,59.74976772725677,23.18290987817562,74.13625533499672
468,2.0,59.74976772725677,23.18290987817562,82.76330004383544
469,2.0,59.74976772725677,23.18290987817562,91.39034475267417
470,2.0,59.74976772725677,23.18290987817562,100.0
471,0.0,59.74976772725677,23.18290987817562,100.0
472,0.0,59.74976772725677,23.18290987817562,100.0
473,0.0,59.74976772725677,23.18290987817562,100.0
474,-10.0,59.74976772725677,23.18290987817562,56.86477645580638
475,0.0,59.74976772725677,23.18290987817562,56.86477645580638
476,0.0,59.74976772725677,23.18290987817562,56.86477645580638
477,0.0,59.74976772725677,23.18290987817562,56.86477645580638
478,0.0,59.74976772725677,23.18290987817562,56.86477645580638
479,0.0,59.74976772725677,23.18290987817562,56.86477645580638
480,0.0,59.74976772725677,23.18290987817562,56.86477645580638
481,0.0,59.74976772725677,23.18290987817562,56.86477645580638
