Time_Years,SOH_Pct_PyBaMM,R_int_Ohm
0.0027397260273972603,100.0,0.0
0.005479452054794521,100.0,0.0
0.00821917808219178,100.0,0.0
0.010958904109589041,100.0,0.0
0.0136986301369863,100.0,0.0
0.01643835616438356,100.0,0.0
0.019178082191780823,100.0,0.0
0.021917808219178086,100.0,0.0
0.024657534246575345,100.0,0.0
0.027397260273972605,100.0,0.0
0.03013698630136987,100.0,0.0
0.03287671232876713,100.0,0.0
0.03561643835616439,100.0,0.0
0.03835616438356165,100.0,0.0
0.04109589041095891,100.0,0.0
0.04383561643835617,100.0,0.0
0.046575342465753435,100.0,0.0
0.04931506849315069,100.0,0.0
0.052054794520547946,100.0,0.0
0.0547945205479452,100.0,0.0
0.1095890410958904,100.0,0.0
0.11232876712328767,100.0,0.0
0.11506849315068493,100.0,0.0
0.11780821917808222,100.0,0.0
0.12054794520547948,100.0,0.0
0.12328767123287673,100.0,0.0
0.126027397260274,100.0,0.0
0.12876712328767126,100.0,0.0
0.13150684931506854,100.0,0.0
0.1342465753424658,100.0,0.0
0.13698630136986306,100.0,0.0
0.13972602739726034,100.0,0.0
0.1424657534246576,100.0,0.0
0.14520547945205484,100.0,0.0
0.14794520547945214,100.0,0.0
0.1506849315068494,100.0,0.0
0.15342465753424667,100.0,0.0
0.15616438356164392,100.0,0.0
0.15890410958904116,100.0,0.0
0.1616438356164385,100.0,0.0
0.16438356164383575,100.0,0.0
0.167123287671233,100.0,0.0
0.16986301369863027,100.0,0.0
0.17260273972602752,100.0,0.0
0.17534246575342483,100.0,0.0
0.17808219178082207,100.0,0.0
0.18082191780821932,100.0,0.0
0.18356164383561657,100.0,0.0
0.18630136986301382,100.0,0.0
0.1890410958904111,100.0,0.0
0.1917808219178083,100.0,0.0
0.19452054794520557,100.0,0.0
0.1972602739726028,100.0,0.0
0.20000000000000004,100.0,0.0
0.2027397260273973,100.0,0.0
0.20547945205479454,100.0,0.0
0.20821917808219179,100.0,0.0
0.21095890410958903,100.0,0.0
0.4383561643835616,100.0,0.0
0.4410958904109589,100.0,0.0
0.44383561643835623,100.0,0.0
0.4465753424657535,100.0,0.0
0.4493150684931507,100.0,0.0
0.45205479452054803,100.0,0.0
0.45479452054794534,100.0,0.0
0.45753424657534264,100.0,0.0
0.4602739726027399,100.0,0.0
0.46301369863013725,100.0,0.0
0.4657534246575345,100.0,0.0
0.4684931506849317,100.0,0.0
0.47123287671232905,100.0,0.0
0.47397260273972636,100.0,0.0
0.4767123287671236,100.0,0.0
0.47945205479452085,100.0,0.0
0.4821917808219182,100.0,0.0
0.48493150684931546,100.0,0.0
0.4876712328767128,100.0,0.0
0.49041095890411013,100.0,0.0
0.4931506849315074,100.0,0.0
0.4958904109589046,100.0,0.0
0.4986301369863019,100.0,0.0
0.5013698630136992,100.0,0.0
0.5041095890410965,100.0,0.0
0.5068493150684937,100.0,0.0
0.509589041095891,100.0,0.0
0.5123287671232883,100.0,0.0
0.5150684931506857,100.0,0.0
0.517808219178083,100.0,0.0
0.5205479452054802,100.0,0.0
0.5232876712328774,100.0,0.0
0.5260273972602748,100.0,0.0
0.5287671232876721,100.0,0.0
0.5315068493150694,100.0,0.0
0.5342465753424666,100.0,0.0
0.5369863013698639,100.0,0.0
0.5397260273972612,100.0,0.0
0.5424657534246584,100.0,0.0
0.5452054794520558,100.0,0.0
0.5479452054794531,100.0,0.0
0.5506849315068504,100.0,0.0
0.5534246575342476,100.0,0.0
0.5561643835616449,100.0,0.0
0.5589041095890421,100.0,0.0
0.5616438356164395,100.0,0.0
0.5643835616438367,100.0,0.0
0.567123287671234,100.0,0.0
0.5698630136986312,100.0,0.0
0.5726027397260287,100.0,0.0
0.575342465753426,100.0,0.0
0.5780821917808233,100.0,0.0
0.5808219178082206,100.0,0.0
0.5835616438356178,100.0,0.0
0.5863013698630152,100.0,0.0
0.5890410958904124,100.0,0.0
0.5917808219178097,100.0,0.0
0.5945205479452069,100.0,0.0
0.5972602739726043,100.0,0.0
0.6000000000000015,100.0,0.0
0.6027397260273988,100.0,0.0
0.605479452054796,100.0,0.0
0.6082191780821934,100.0,0.0
0.6109589041095908,100.0,0.0
0.613698630136988,100.0,0.0
0.6164383561643852,100.0,0.0
0.6191780821917825,100.0,0.0
0.6219178082191797,100.0,0.0
0.6246575342465771,100.0,0.0
0.6273972602739744,100.0,0.0
0.6301369863013716,100.0,0.0
0.6328767123287689,100.0,0.0
0.6356164383561662,100.0,0.0
0.6383561643835635,100.0,0.0
0.6410958904109608,100.0,0.0
0.6438356164383581,100.0,0.0
0.6465753424657553,100.0,0.0
0.6493150684931527,100.0,0.0
0.6520547945205499,100.0,0.0
0.6547945205479472,100.0,0.0
0.6575342465753444,100.0,0.0
0.6602739726027418,100.0,0.0
0.663013698630139,100.0,0.0
0.6657534246575363,100.0,0.0
0.6684931506849335,100.0,0.0
0.6712328767123309,100.0,0.0
0.6739726027397284,100.0,0.0
0.6767123287671256,100.0,0.0
0.6794520547945229,100.0,0.0
0.6821917808219201,100.0,0.0
0.6849315068493175,100.0,0.0
0.6876712328767147,100.0,0.0
0.690410958904112,100.0,0.0
0.6931506849315092,100.0,0.0
0.6958904109589065,100.0,0.0
0.6986301369863038,100.0,0.0
0.7013698630137011,100.0,0.0
0.7041095890410983,100.0,0.0
0.7068493150684957,100.0,0.0
0.709589041095893,100.0,0.0
0.7123287671232903,100.0,0.0
0.7150684931506875,100.0,0.0
0.7178082191780848,100.0,0.0
0.720547945205482,100.0,0.0
0.7232876712328794,100.0,0.0
0.7260273972602765,100.0,0.0
0.7287671232876738,100.0,0.0
0.731506849315071,100.0,0.0
0.7342465753424683,100.0,0.0
0.7369863013698654,100.0,0.0
0.7397260273972627,100.0,0.0
0.7424657534246598,100.0,0.0
0.7452054794520571,100.0,0.0
0.7479452054794541,100.0,0.0
0.7506849315068513,100.0,0.0
0.7534246575342487,100.0,0.0
0.7561643835616458,100.0,0.0
0.7589041095890431,100.0,0.0
0.7616438356164402,100.0,0.0
0.7643835616438375,100.0,0.0
0.7671232876712346,100.0,0.0
0.7698630136986319,100.0,0.0
0.7726027397260291,100.0,0.0
0.7753424657534264,100.0,0.0
0.7780821917808235,100.0,0.0
0.7808219178082207,100.0,0.0
0.783561643835618,100.0,0.0
0.7863013698630151,100.0,0.0
0.7890410958904124,100.0,0.0
0.7917808219178095,100.0,0.0
0.7945205479452069,100.0,0.0
0.7972602739726039,100.0,0.0
