Hora,Corrente_A,SOH_Pct,Capacity_Ah,SoC_Pct
2262,25.0,66.97728848258221,66.97728848258221,100.0
2263,25.0,66.97728848258221,66.97728848258221,100.0
2264,-25.0,66.83489283125049,66.83489283125049,62.673914447131764
2265,-25.0,66.83489283125049,66.83489283125049,25.268303484125077
2266,-25.0,66.83489283125049,66.83489283125049,0.0
2267,-25.0,66.83489283125049,66.83489283125049,0.0
2268,-25.0,66.83489283125049,66.83489283125049,0.0
2269,-25.0,66.83489283125049,66.83489283125049,0.0
2270,-25.0,66.83489283125049,66.83489283125049,0.0
2271,-25.0,66.83489283125049,66.83489283125049,0.0
2272,-25.0,66.83489283125049,66.83489283125049,0.0
2273,-25.0,66.83489283125049,66.83489283125049,0.0
2274,-25.0,66.83489283125049,66.83489283125049,0.0
2275,-25.0,66.83489283125049,66.83489283125049,0.0
2276,25.0,66.83489283125049,66.83489283125049,37.40561096300669
2277,25.0,66.83489283125049,66.83489283125049,74.81122192601337
2278,25.0,66.71489283125048,66.71489283125048,100.0
2279,25.0,66.71489283125048,66.71489283125048,100.0
2280,25.0,66.71489283125048,66.71489283125048,100.0
2281,25.0,66.71489283125048,66.71489283125048,100.0
2282,25.0,66.71489283125048,66.71489283125048,100.0
2283,25.0,66.71489283125048,66.71489283125048,100.0
2284,25.0,66.71489283125048,66.71489283125048,100.0
2285,25.0,66.71489283125048,66.71489283125048,100.0
2286,25.0,66.71489283125048,66.71489283125048,100.0
2287,25.0,66.71489283125048,66.71489283125048,100.0
2288,-25.0,66.71489283125048,66.71489283125048,62.52710760813882
2289,-25.0,66.71489283125048,66.71489283125048,25.05421521627764
2290,-25.0,66.71489283125048,66.71489283125048,0.0
2291,-25.0,66.71489283125048,66.71489283125048,0.0
2292,-25.0,66.71489283125048,66.71489283125048,0.0
2293,-25.0,66.71489283125048,66.71489283125048,0.0
2294,-25.0,66.71489283125048,66.71489283125048,0.0
2295,-25.0,66.71489283125048,66.71489283125048,0.0
2296,-25.0,66.71489283125048,66.71489283125048,0.0
2297,-25.0,66.71489283125048,66.71489283125048,0.0
2298,-25.0,66.71489283125048,66.71489283125048,0.0
2299,-25.0,66.71489283125048,66.71489283125048,0.0
2300,25.0,66.71489283125048,66.71489283125048,37.47289239186118
2301,25.0,66.71489283125048,66.71489283125048,74.94578478372236
2302,25.0,66.59489283125048,66.59489283125048,100.0
2303,25.0,66.59489283125048,66.59489283125048,100.0
2304,25.0,66.59489283125048,66.59489283125048,100.0
2305,25.0,66.59489283125048,66.59489283125048,100.0
2306,25.0,66.59489283125048,66.59489283125048,100.0
2307,25.0,66.59489283125048,66.59489283125048,100.0
2308,25.0,66.59489283125048,66.59489283125048,100.0
2309,25.0,66.59489283125048,66.59489283125048,100.0
2310,25.0,66.59489283125048,66.59489283125048,100.0
2311,25.0,66.59489283125048,66.59489283125048,100.0
2312,-25.0,66.59489283125048,66.59489283125048,62.45958370509091
2313,-25.0,66.59489283125048,66.59489283125048,24.919167410181814
2314,-25.0,66.59489283125048,66.59489283125048,0.0
2315,-25.0,66.59489283125048,66.59489283125048,0.0
2316,-25.0,66.59489283125048,66.59489283125048,0.0
2317,-25.0,66.59489283125048,66.59489283125048,0.0
2318,-25.0,66.59489283125048,66.59489283125048,0.0
2319,-25.0,66.59489283125048,66.59489283125048,0.0
2320,-25.0,66.59489283125048,66.59489283125048,0.0
2321,-25.0,66.59489283125048,66.59489283125048,0.0
2322,-25.0,66.59489283125048,66.59489283125048,0.0
2323,-25.0,66.59489283125048,66.59489283125048,0.0
2324,25.0,66.59489283125048,66.59489283125048,37.54041629490909
2325,25.0,66.59489283125048,66.59489283125048,75.08083258981819
2326,25.0,66.47489283125047,66.47489283125047,100.0
2327,25.0,66.47489283125047,66.47489283125047,100.0
2328,25.0,66.47489283125047,66.47489283125047,100.0
2329,25.0,66.47489283125047,66.47489283125047,100.0
2330,25.0,66.47489283125047,66.47489283125047,100.0
2331,25.0,66.47489283125047,66.47489283125047,100.0
2332,25.0,66.47489283125047,66.47489283125047,100.0
2333,25.0,66.47489283125047,66.47489283125047,100.0
2334,25.0,66.47489283125047,66.47489283125047,100.0
2335,25.0,66.47489283125047,66.47489283125047,100.0
2336,-25.0,66.47489283125047,66.47489283125047,62.39181601471155
2337,-25.0,66.47489283125047,66.47489283125047,24.783632029423103
2338,-25.0,66.47489283125047,66.47489283125047,0.0
2339,-25.0,66.47489283125047,66.47489283125047,0.0
2340,-25.0,66.47489283125047,66.47489283125047,0.0
2341,-25.0,66.47489283125047,66.47489283125047,0.0
2342,-25.0,66.47489283125047,66.47489283125047,0.0
2343,-25.0,66.47489283125047,66.47489283125047,0.0
2344,-25.0,66.47489283125047,66.47489283125047,0.0
2345,-25.0,66.47489283125047,66.47489283125047,0.0
2346,-25.0,66.47489283125047,66.47489283125047,0.0
2347,-25.0,66.47489283125047,66.47489283125047,0.0
2348,25.0,66.47489283125047,66.47489283125047,37.60818398528845
2349,25.0,66.47489283125047,66.47489283125047,75.2163679705769
2350,25.0,66.35489283125047,66.35489283125047,100.0
2351,25.0,66.35489283125047,66.35489283125047,100.0
2352,25.0,66.35489283125047,66.35489283125047,100.0
2353,25.0,66.35489283125047,66.35489283125047,100.0
2354,25.0,66.35489283125047,66.35489283125047,100.0
